image_id,predicted_class,actual_class,confidence,correct
8_5_s,10,8,0.9720777065392189,False
16_30_s,10,16,0.9584533355506446,False
11_13_s,10,11,0.9570702387895587,False
18_10_s,10,18,0.9546432219461367,False
18_11_s,10,18,0.9506973214306758,False
12_2_s,10,12,0.9496840185431468,False
15_13_s,10,15,0.9476889071864582,False
15_7_s,10,15,0.9470470097052452,False
12_4_s,10,12,0.9469648875849568,False
11_17_s,10,11,0.9459822984750493,False
15_9_s,10,15,0.9457841067523506,False
11_30_s,10,11,0.944835955760506,False
8_14_s,10,8,0.9438039321269521,False
11_15_s,10,11,0.9407383287614715,False
18_9_s,10,18,0.9386685024341055,False
18_20_s,10,18,0.9366319724218146,False
14_1_s,10,14,0.9479043612697388,False
11_19_s,10,11,0.9444009206775216,False
10_20_s,10,10,0.9436545637774292,True
16_28_s,10,16,0.9429740530222345,False
13_13_s,10,13,0.9316692743657897,False
13_12_s,10,13,0.9290961746778152,False
13_8_s,10,13,0.9284745828560265,False
13_10_s,10,13,0.9278960900057777,False
13_16_s,10,13,0.9268286447220535,False
13_11_s,10,13,0.9268199369195311,False
13_14_s,10,13,0.9188830446363886,False
13_30_s,10,13,0.9174637658279788,False
10_28_s,10,10,0.9170531660761005,True
14_2_s,10,14,0.9159155481916345,False
18_12_s,10,18,0.9128900061738175,False
10_26_s,10,10,0.9491228318801334,True
1_4_s,10,1,0.9490875945795417,False
1_3_s,10,1,0.9471503370895966,False
19_14_s,10,19,0.9418526726596415,False
10_21_s,10,10,0.9358294228989879,True
1_29_s,10,1,0.9340129045804769,False
9_4_s,10,9,0.9336457671175602,False
12_24_s,10,12,0.9321224512780795,False
9_7_s,10,9,0.9318125457501906,False
10_6_s,10,10,0.9298062154265281,True
1_7_s,10,1,0.9295999535199555,False
12_25_s,10,12,0.9283818220394909,False
12_21_s,10,12,0.9279946753030985,False
12_19_s,10,12,0.9269705438793576,False
1_27_s,10,1,0.9262163714136464,False
10_28_s,10,10,0.966403941453106,True
13_10_s,10,13,0.9525913078709466,False
10_19_s,10,10,0.9436545637774292,True
13_30_s,10,13,0.9424141119638253,False
14_1_s,10,14,0.9409190399883918,False
13_8_s,10,13,0.9408219579334671,False
11_18_s,10,11,0.938113700685918,False
13_13_s,10,13,0.9324805874815896,False
10_29_s,10,10,0.9323030230650703,True
13_11_s,10,13,0.9283155372941808,False
13_2_s,10,13,0.9277079622034434,False
13_16_s,10,13,0.9266764326618352,False
13_1_s,10,13,0.9264541543503223,False
13_4_s,10,13,0.9245237871448334,False
11_19_s,10,11,0.9237206315128298,False
10_5_s,10,10,0.9800929422252679,True
19_23_s,10,19,0.9631217251992296,False
5_15_s,10,5,0.954761629716836,False
13_26_s,10,13,0.9443413160102696,False
10_26_s,10,10,0.9393407413881026,True
10_1_s,10,10,0.9358294228989879,True
1_22_s,10,1,0.9325078976139815,False
1_29_s,10,1,0.9292473321941479,False
9_7_s,10,9,0.9269784529594912,False
10_32_s,10,10,0.9267960100638116,True
19_14_s,10,19,0.9242961631858311,False
1_4_s,10,1,0.9237372223162996,False
9_4_s,10,9,0.9213125854057062,False
19_25_s,10,19,0.9196604421512831,False
5_5_s,10,5,0.9182935170461471,False
13_26_s,10,13,0.9586883201431103,False
11_12_s,10,11,0.9554108833508527,False
1_22_s,10,1,0.945577152333618,False
13_4_s,10,13,0.944969214160985,False
5_15_s,10,5,0.9442498027360915,False
5_7_s,10,5,0.9398398425312943,False
13_1_s,10,13,0.9342559500059479,False
5_6_s,10,5,0.9313566706951287,False
13_23_s,10,13,0.9286120999387745,False
13_15_s,10,13,0.9256529547349726,False
13_25_s,10,13,0.9245466010262994,False
10_5_s,10,10,0.9188250442415647,True
10_23_s,10,10,0.9184812556004203,True
10_27_s,10,10,0.9143836399037143,True
10_21_s,10,10,0.914045092755985,True
5_22_s,10,5,0.9431914793663226,False
1_28_s,10,1,0.9354715212759052,False
13_26_s,10,13,0.9351049010380538,False
9_13_s,10,9,0.9313465063665715,False
1_22_s,10,1,0.9227701232743185,False
10_22_s,10,10,0.9184812556004203,True
1_8_s,10,1,0.9182576278171749,False
9_12_s,10,9,0.9178421816115948,False
5_5_s,10,5,0.9176443142368843,False
19_14_s,10,19,0.9169399632053017,False
9_5_s,10,9,0.9159061065412231,False
11_12_s,10,11,0.9153300613635048,False
13_1_s,10,13,0.9134207384689541,False
5_7_s,10,5,0.9128877859677618,False
13_4_s,10,13,0.9118294219420124,False
15_16_s,10,15,0.9404916433539036,False
10_29_s,10,10,0.9288919566939599,True
11_21_s,10,11,0.9199439648293877,False
10_7_s,10,10,0.9136317202033066,True
11_18_s,10,11,0.9129523794373502,False
13_2_s,10,13,0.9122166328269585,False
10_8_s,10,10,0.9118171849721608,True
10_27_s,10,10,0.9101946498434453,True
5_17_s,10,5,0.9070929010795734,False
13_6_s,10,13,0.8982733934426068,False
10_9_s,10,10,0.8956203412516358,True
6_9_s,10,6,0.8900091271012507,False
10_28_s,10,10,0.8899879398015819,True
13_11_s,10,13,0.8828081094586978,False
13_13_s,10,13,0.8815402767716202,False
13_25_s,10,13,0.9452129385116379,False
7_19_s,10,7,0.9164202488180122,False
13_27_s,10,13,0.9148720416546049,False
10_31_s,10,10,0.9016640684903111,True
13_23_s,10,13,0.8924862815885178,False
11_28_s,10,11,0.8910859403984065,False
13_24_s,10,13,0.8909311329297388,False
13_5_s,10,13,0.8903996102253975,False
10_13_s,10,10,0.8869730828222575,True
13_15_s,10,13,0.885614742846585,False
15_18_s,10,15,0.8845066008087759,False
10_22_s,10,10,0.8805752985462462,True
11_24_s,10,11,0.8798436175428753,False
19_3_s,10,19,0.8782722556258905,False
12_12_s,10,12,0.8780324223076472,False
1_27_s,10,1,0.9639121530519655,False
9_15_s,10,9,0.9639121530519655,False
12_21_s,10,12,0.9603384835263215,False
12_25_s,10,12,0.9592818026010231,False
19_24_s,10,19,0.9570462358501038,False
12_24_s,10,12,0.9559113327184173,False
9_7_s,10,9,0.9552254723161684,False
1_4_s,10,1,0.9548642231672265,False
1_7_s,10,1,0.9543689859819775,False
19_25_s,10,19,0.9536823394126521,False
5_24_s,10,5,0.9524619387352374,False
12_19_s,10,12,0.9521480047396997,False
9_4_s,10,9,0.9509795396427847,False
10_1_s,10,10,0.9491228318801334,True
1_29_s,10,1,0.9469337408400363,False
13_2_s,10,13,0.9465327903787667,False
10_7_s,10,10,0.9440194397123365,True
10_28_s,10,10,0.9381442148367392,True
10_29_s,10,10,0.9319970633720217,True
13_1_s,10,13,0.9303251719391942,False
13_4_s,10,13,0.9272014016040276,False
11_18_s,10,11,0.9263122841319368,False
11_12_s,10,11,0.9243746316075696,False
10_22_s,10,10,0.9143836399037143,True
10_24_s,10,10,0.9101946498434453,True
10_20_s,10,10,0.9094334390893247,True
10_8_s,10,10,0.9058884534239098,True
10_23_s,10,10,0.9003358201936587,True
13_10_s,10,13,0.8957719557661232,False
15_16_s,10,15,0.8951042210535947,False
10_20_s,10,10,0.966403941453106,True
13_2_s,10,13,0.9537734339281968,False
11_18_s,10,11,0.9537257428603388,False
13_1_s,10,13,0.947038555565651,False
10_29_s,10,10,0.9462321294007426,True
13_10_s,10,13,0.9447532869841296,False
13_4_s,10,13,0.9432526479248053,False
10_27_s,10,10,0.9381442148367392,True
13_30_s,10,13,0.9358938344588009,False
11_12_s,10,11,0.9348716058363457,False
13_8_s,10,13,0.9328158894684467,False
13_13_s,10,13,0.929446185705242,False
13_11_s,10,13,0.9269464638576455,False
14_1_s,10,14,0.9241918939590892,False
13_16_s,10,13,0.9233975163875059,False
11_18_s,10,11,0.9559371190357949,False
10_28_s,10,10,0.9462321294007426,True
13_2_s,10,13,0.9437030535090978,False
15_16_s,10,15,0.9343292914897496,False
10_20_s,10,10,0.9323030230650703,True
10_27_s,10,10,0.9319970633720217,True
11_21_s,10,11,0.9313337577830682,False
10_24_s,10,10,0.9288919566939599,True
13_13_s,10,13,0.9221801578509825,False
13_11_s,10,13,0.920892203052242,False
13_16_s,10,13,0.911999055157532,False
13_1_s,10,13,0.9099506610628663,False
5_17_s,10,5,0.9077321365534287,False
10_19_s,10,10,0.9058933433367913,True
13_10_s,10,13,0.905443541103453,False
3_8_s,10,3,0.9908906993706772,False
5_9_s,10,5,0.9881179954030263,False
17_24_s,10,17,0.9876260467286809,False
3_15_s,10,3,0.9828095387561576,False
4_12_s,10,4,0.9779289171851921,False
19_15_s,10,19,0.9772697409506379,False
12_31_s,10,12,0.9756534415007235,False
10_17_s,10,10,0.9748450820908872,True
4_17_s,10,4,0.9712706126548728,False
19_28_s,10,19,0.9709686566869469,False
4_30_s,10,4,0.9704581123776703,False
4_2_s,10,4,0.9701130794763879,False
10_15_s,10,10,0.969857490699192,True
3_21_s,10,3,0.969460082857911,False
4_15_s,10,4,0.9686838936503063,False
12_17_s,10,12,0.9470207740440612,False
14_14_s,10,14,0.9338331207631942,False
11_9_s,10,11,0.9329676221813231,False
15_14_s,10,15,0.9298343624756996,False
12_26_s,10,12,0.9244722507408535,False
9_25_s,10,9,0.9181784731825613,False
14_9_s,10,14,0.9181597612323044,False
11_16_s,10,11,0.9162606390458132,False
16_23_s,10,16,0.9152759730840717,False
12_28_s,10,12,0.9147194575985295,False
10_11_s,10,10,0.9108498342529566,True
18_12_s,10,18,0.9099200541082129,False
9_24_s,10,9,0.9069005616724312,False
14_2_s,10,14,0.9056298047697229,False
11_11_s,10,11,0.9056121159220244,False
13_20_s,10,13,0.9507725730141264,False
13_22_s,10,13,0.9465642634612743,False
13_21_s,10,13,0.9388933856225846,False
11_28_s,10,11,0.9387545258854072,False
13_24_s,10,13,0.9370096288699244,False
11_24_s,10,11,0.9266185291594802,False
19_3_s,10,19,0.9187851587771395,False
13_23_s,10,13,0.917804202321697,False
7_19_s,10,7,0.9084199651622357,False
13_5_s,10,13,0.9056151451511079,False
15_18_s,10,15,0.9050431047586652,False
7_6_s,10,7,0.9047774186129749,False
13_25_s,10,13,0.9047075142706197,False
10_25_s,10,10,0.9016640684903111,True
15_17_s,10,15,0.8991231313278364,False
10_5_s,10,10,0.9424099257769112,True
13_24_s,10,13,0.9413390763297457,False
19_23_s,10,19,0.9310951833109445,False
10_21_s,10,10,0.9267960100638116,True
13_23_s,10,13,0.9242650212384307,False
5_15_s,10,5,0.9225196168188862,False
13_20_s,10,13,0.9157627635357878,False
13_26_s,10,13,0.9119250520043243,False
10_22_s,10,10,0.9106827261085623,True
13_22_s,10,13,0.9018385023379922,False
13_25_s,10,13,0.8985281131380045,False
13_21_s,10,13,0.8954812730835303,False
1_22_s,10,1,0.8945040651821073,False
10_31_s,10,10,0.8921788562048804,True
19_3_s,10,19,0.8919103488798863,False
18_10_s,10,18,0.929304111220975,False
12_6_s,10,12,0.9291613658206147,False
18_9_s,10,18,0.9208465910556314,False
10_18_s,10,10,0.9207131372769902,True
18_11_s,10,18,0.9197553456661324,False
18_5_s,10,18,0.9161268180580786,False
8_22_s,10,8,0.9111912826557034,False
11_13_s,10,11,0.9051995805339096,False
15_2_s,10,15,0.9047203959967749,False
15_10_s,10,15,0.9038878734289746,False
19_13_s,10,19,0.9002196092452835,False
7_12_s,10,7,0.8995857777288435,False
3_18_s,10,3,0.8995185473514405,False
18_28_s,10,18,0.8992204845885265,False
15_6_s,10,15,0.8989595198390096,False
12_22_s,10,12,0.9811604716641401,False
9_24_s,10,9,0.9806770593432788,False
9_20_s,10,9,0.9780118997148557,False
1_8_s,10,1,0.9705803165739378,False
9_18_s,10,9,0.9683061923205989,False
9_25_s,10,9,0.9664631624751924,False
9_12_s,10,9,0.9620209334555391,False
5_18_s,10,5,0.9593381154660338,False
9_14_s,10,9,0.9591893099419856,False
12_29_s,10,12,0.9578662773501788,False
9_13_s,10,9,0.9544358967439076,False
1_28_s,10,1,0.9542922756358398,False
12_5_s,10,12,0.9538350854189831,False
9_3_s,10,9,0.9524401151988169,False
9_2_s,10,9,0.9515177789356056,False
10_21_s,10,10,0.9800929422252679,True
19_23_s,10,19,0.9703027147362797,False
5_15_s,10,5,0.9510761242729677,False
13_26_s,10,13,0.9430933420999428,False
10_32_s,10,10,0.9424099257769112,True
1_22_s,10,1,0.9257595098461072,False
10_26_s,10,10,0.9239868759147143,True
10_1_s,10,10,0.9191748371046417,True
10_22_s,10,10,0.9188250442415647,True
13_23_s,10,13,0.9167901000290728,False
1_29_s,10,1,0.9151607751273796,False
9_7_s,10,9,0.9129206515993603,False
19_14_s,10,19,0.9098443627298013,False
19_25_s,10,19,0.9098186474804465,False
1_4_s,10,1,0.9076204163893916,False
1_3_s,10,1,0.9646038069111369,False
10_1_s,10,10,0.9298062154265281,True
19_14_s,10,19,0.9168233152946156,False
19_23_s,10,19,0.9026072552880345,False
10_21_s,10,10,0.9024161753775266,True
1_4_s,10,1,0.901238288664754,False
10_23_s,10,10,0.8979788689568529,True
5_5_s,10,5,0.8952993622462029,False
5_22_s,10,5,0.8944659024951083,False
1_29_s,10,1,0.8937304670905154,False
10_5_s,10,10,0.8926298122276933,True
9_5_s,10,9,0.8921094817576575,False
1_1_s,10,1,0.8908065996358814,False
9_13_s,10,9,0.8893851213352907,False
9_4_s,10,9,0.8884850510209823,False
10_27_s,10,10,0.9440194397123365,True
10_8_s,10,10,0.9329660547818763,True
10_24_s,10,10,0.9136317202033066,True
13_2_s,10,13,0.9050013589578574,False
10_29_s,10,10,0.9002988041800886,True
15_16_s,10,15,0.8914204760025715,False
10_28_s,10,10,0.8900588340663014,True
10_23_s,10,10,0.8880805546582259,True
11_18_s,10,11,0.8876570601445408,False
13_1_s,10,13,0.8858676223222408,False
13_4_s,10,13,0.8827729000094883,False
10_22_s,10,10,0.8826655742074005,True
11_12_s,10,11,0.8818235599982783,False
5_17_s,10,5,0.8720536076696646,False
13_26_s,10,13,0.8655219016186296,False
10_7_s,10,10,0.9329660547818763,True
15_16_s,10,15,0.9187902331093982,False
10_24_s,10,10,0.9118171849721608,True
10_27_s,10,10,0.9058884534239098,True
10_29_s,10,10,0.8958113087734351,True
13_2_s,10,13,0.8739957632257362,False
10_28_s,10,10,0.870259151440237,True
11_18_s,10,11,0.8676592950527318,False
11_21_s,10,11,0.8547601337807534,False
10_20_s,10,10,0.8526058139726669,True
13_1_s,10,13,0.8495532048617678,False
13_4_s,10,13,0.8462974627495455,False
5_17_s,10,5,0.8443635419033162,False
11_12_s,10,11,0.8437167676075208,False
10_22_s,10,10,0.8405926309502787,True
10_10_s,10,10,0.949886948957884,True
5_17_s,10,5,0.9238287425252497,False
12_26_s,10,12,0.9126507513304237,False
5_8_s,10,5,0.9057192398971756,False
10_24_s,10,10,0.8956203412516358,True
12_5_s,10,12,0.8926139701821024,False
5_18_s,10,5,0.8915529622441906,False
10_11_s,10,10,0.8896172608253554,True
1_8_s,10,1,0.8878555400553375,False
11_21_s,10,11,0.8876023716108894,False
11_9_s,10,11,0.8871230990492883,False
12_22_s,10,12,0.8858909774267141,False
9_1_s,10,9,0.8845863481364074,False
14_9_s,10,14,0.8826012845316229,False
12_28_s,10,12,0.8820435521573508,False
13_14_s,11,13,0.9880077449641397,False
11_16_s,11,11,0.9802761231784856,True
16_23_s,11,16,0.9766479517694557,False
13_12_s,11,13,0.9726595684563901,False
11_19_s,11,11,0.9607015256011773,True
18_18_s,11,18,0.9605331596172626,False
14_2_s,11,14,0.9586611072236889,False
14_10_s,11,14,0.9579632322899821,False
11_27_s,11,11,0.9571122886474411,True
16_28_s,11,16,0.9570225779213312,False
1_25_s,11,1,0.9553630313559845,False
13_16_s,11,13,0.9552366764401806,False
14_1_s,11,14,0.9526250343088288,False
13_8_s,11,13,0.9522209960416258,False
18_12_s,11,18,0.9498201702836847,False
18_12_s,11,18,0.9523318653585472,False
14_2_s,11,14,0.9483062596564515,False
18_22_s,11,18,0.9440031104711882,False
16_23_s,11,16,0.9344023343928162,False
13_12_s,11,13,0.9256591185801706,False
11_20_s,11,11,0.9254155578944859,True
18_18_s,11,18,0.922671288670181,False
13_14_s,11,13,0.9205081893059519,False
15_14_s,11,15,0.9198313913644706,False
11_10_s,11,11,0.9172196723818795,True
16_28_s,11,16,0.9164961742452273,False
15_8_s,11,15,0.9149644340622574,False
11_16_s,11,11,0.9140715051482877,True
11_19_s,11,11,0.9138143488930034,True
15_3_s,11,15,0.9118785583670223,False
13_4_s,11,13,0.9879463634101181,False
13_1_s,11,13,0.9746137342765661,False
5_6_s,11,5,0.9592633915001465,False
10_22_s,11,10,0.9554108833508527,False
5_7_s,11,5,0.9488348474354684,False
13_15_s,11,13,0.9391511491177148,False
1_22_s,11,1,0.9383466593598102,False
14_20_s,11,14,0.9376345140734008,False
13_30_s,11,13,0.9373137505465029,False
13_26_s,11,13,0.935642517514096,False
9_2_s,11,9,0.9353370536636483,False
10_28_s,11,10,0.9348716058363457,False
13_2_s,11,13,0.9337258218350566,False
13_10_s,11,13,0.9332367619438369,False
9_14_s,11,9,0.9316405237213707,False
12_2_s,11,12,0.9748517970710583,False
18_11_s,11,18,0.9732360791767692,False
15_13_s,11,15,0.9732001763735787,False
18_20_s,11,18,0.9713164384701048,False
12_4_s,11,12,0.9710347191001487,False
15_7_s,11,15,0.9686525345865563,False
8_14_s,11,8,0.9665721884705659,False
18_10_s,11,18,0.966188449147885,False
15_9_s,11,15,0.964606071041262,False
11_17_s,11,11,0.9640797243619278,True
3_25_s,11,3,0.9624976893697197,False
11_15_s,11,11,0.9617457730958479,True
9_11_s,11,9,0.960218150606589,False
11_30_s,11,11,0.9598432499655796,True
10_18_s,11,10,0.9570702387895587,False
17_13_s,11,17,0.9821851343548473,False
18_19_s,11,18,0.981691995592928,False
6_23_s,11,6,0.9814524352874238,False
6_2_s,11,6,0.9805972363417884,False
16_4_s,11,16,0.9782975190622474,False
14_6_s,11,14,0.9777202236454884,False
3_24_s,11,3,0.9772426963274787,False
6_22_s,11,6,0.9752878313639759,False
7_25_s,11,7,0.9750567728940801,False
4_9_s,11,4,0.974156551363227,False
18_25_s,11,18,0.9738260775673608,False
7_15_s,11,7,0.9734175387146891,False
20_12_s,11,20,0.9702511660553227,False
7_1_s,11,7,0.9701502966207293,False
7_28_s,11,7,0.9683123187602889,False
11_30_s,11,11,0.9875043562944171,True
15_9_s,11,15,0.9865410665363616,False
3_25_s,11,3,0.9862742184928663,False
12_2_s,11,12,0.9859414271014856,False
15_7_s,11,15,0.9841153823895817,False
4_18_s,11,4,0.9816924521403783,False
15_13_s,11,15,0.9797206384027148,False
12_34_s,11,12,0.9757585034140526,False
12_11_s,11,12,0.9732599194256363,False
8_14_s,11,8,0.9724827996702311,False
12_4_s,11,12,0.9724199011687048,False
9_11_s,11,9,0.9703148706877559,False
7_26_s,11,7,0.9690848963708866,False
15_3_s,11,15,0.9683582952044654,False
12_32_s,11,12,0.9683144153266033,False
11_10_s,11,11,0.9802761231784856,True
16_23_s,11,16,0.9750953543561967,False
13_14_s,11,13,0.9717051939263912,False
14_9_s,11,14,0.9630574586208637,False
13_12_s,11,13,0.962686746874411,False
13_16_s,11,13,0.9592837610220469,False
14_10_s,11,14,0.9538811741724337,False
14_2_s,11,14,0.9529412487091415,False
11_19_s,11,11,0.9496001983090986,True
13_11_s,11,13,0.9495202686501775,False
1_25_s,11,1,0.9493795932196388,False
18_12_s,11,18,0.9476523243199694,False
13_13_s,11,13,0.9475510764209494,False
9_3_s,11,9,0.9449029294796039,False
12_5_s,11,12,0.943790339313254,False
15_7_s,11,15,0.9644407129948263,False
11_13_s,11,11,0.9640797243619278,True
15_9_s,11,15,0.960631523810678,False
12_2_s,11,12,0.9594536657241288,False
15_3_s,11,15,0.9578830290046217,False
15_8_s,11,15,0.9539439818806936,False
18_9_s,11,18,0.9516574122518906,False
11_15_s,11,11,0.9499220516312494,True
3_25_s,11,3,0.9491833849333338,False
15_13_s,11,15,0.9478220533400046,False
4_18_s,11,4,0.947797448551974,False
9_11_s,11,9,0.9463261042605465,False
10_18_s,11,10,0.9459822984750493,False
18_22_s,11,18,0.9450964274784422,False
18_20_s,11,18,0.9438898856684973,False
13_2_s,11,13,0.969356556656635,False
10_29_s,11,10,0.9559371190357949,False
13_11_s,11,13,0.9542847365573625,False
13_13_s,11,13,0.9542569258319231,False
10_28_s,11,10,0.9537257428603388,False
13_16_s,11,13,0.9458280976322351,False
11_21_s,11,11,0.9403953011412379,True
10_20_s,11,10,0.938113700685918,False
5_17_s,11,5,0.9375920290016068,False
13_1_s,11,13,0.9361576364879447,False
9_1_s,11,9,0.9329544701186232,False
13_10_s,11,13,0.9313855476178478,False
13_8_s,11,13,0.9305421903197724,False
14_9_s,11,14,0.9297811508269886,False
10_27_s,11,10,0.9263122841319368,False
16_28_s,11,16,0.9881991282873899,False
13_12_s,11,13,0.98116157519989,False
14_1_s,11,14,0.9773211239560526,False
13_14_s,11,13,0.9711372936774362,False
11_10_s,11,11,0.9607015256011773,True
14_2_s,11,14,0.9598654324319797,False
16_23_s,11,16,0.9577730148893925,False
18_18_s,11,18,0.9574473518800433,False
13_16_s,11,13,0.9570014113298546,False
13_8_s,11,13,0.9567229593249217,False
18_12_s,11,18,0.9520695103537351,False
13_13_s,11,13,0.9518866469023836,False
11_16_s,11,11,0.9496001983090986,True
13_11_s,11,13,0.9487946836574945,False
10_19_s,11,10,0.9444009206775216,False
12_7_s,11,12,0.9907399840913398,False
14_30_s,11,14,0.9862905506037162,False
8_30_s,11,8,0.9799096446399759,False
20_20_s,11,20,0.9728315926092951,False
17_21_s,11,17,0.9718780892968409,False
17_9_s,11,17,0.9656761777103939,False
20_16_s,11,20,0.9638537708297964,False
17_11_s,11,17,0.960942364711801,False
16_19_s,11,16,0.9598392618566907,False
6_5_s,11,6,0.9534347027750479,False
11_4_s,11,11,0.9514337571516182,True
17_14_s,11,17,0.9512860681903514,False
3_27_s,11,3,0.950983511522302,False
12_13_s,11,12,0.950434951156441,False
8_29_s,11,8,0.9502246935511065,False
11_5_s,11,11,0.9406536213944543,True
11_11_s,11,11,0.9254155578944859,True
15_14_s,11,15,0.9223317611591053,False
11_6_s,11,11,0.9206754952558882,True
18_12_s,11,18,0.9178878382739882,False
14_14_s,11,14,0.9146789116050981,False
14_2_s,11,14,0.907709774999687,False
12_17_s,11,12,0.9070115563322025,False
6_13_s,11,6,0.9022886782802395,False
6_9_s,11,6,0.8965170305379425,False
12_15_s,11,12,0.8962515364493362,False
16_23_s,11,16,0.8954988726387413,False
12_16_s,11,12,0.8954556545217321,False
10_30_s,11,10,0.8937907014308745,False
11_9_s,11,11,0.8929065560429649,True
6_9_s,11,6,0.9600596525841855,False
13_6_s,11,13,0.9471549364958224,False
11_18_s,11,11,0.9403953011412379,True
13_11_s,11,13,0.9380060123228383,False
13_13_s,11,13,0.9360720810302906,False
5_17_s,11,5,0.9350311041823091,False
6_13_s,11,6,0.933257108243428,False
